restaurant_class,restaurant_name,restaurant_url,restaurant_reviews
1194,Cousbox,/Restaurant_Review-g187265-d12207558-Reviews-Cousbox-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1195,Casa Spano,/Restaurant_Review-g187265-d21382045-Reviews-Casa_Spano-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1196,La Soierie,/Restaurant_Review-g187265-d4458231-Reviews-La_Soierie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1197,Totem & Tempo,/Restaurant_Review-g187265-d15567795-Reviews-Totem_Tempo-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1198,Le Bar Bu,/Restaurant_Review-g187265-d13748700-Reviews-Le_Bar_Bu-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1199,Gourmet Croix Rousse,/Restaurant_Review-g187265-d23741452-Reviews-Gourmet_Croix_Rousse-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1200,Teppan Yaki,/Restaurant_Review-g187265-d1324366-Reviews-Teppan_Yaki-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1201,Chez Nicolo,/Restaurant_Review-g187265-d3958349-Reviews-Chez_Nicolo-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1202,Voyou,/Restaurant_Review-g187265-d9812181-Reviews-Voyou-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1203,La Bande A Gnafron,/Restaurant_Review-g187265-d7997640-Reviews-La_Bande_A_Gnafron-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1204,Cafe Hotel Dieu,/Restaurant_Review-g187265-d17629541-Reviews-Cafe_Hotel_Dieu-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1205,L'Harmonie des Vins,/Restaurant_Review-g187265-d718172-Reviews-L_Harmonie_des_Vins-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1206,Rio Dizio,/Restaurant_Review-g187265-d24130187-Reviews-Rio_Dizio-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1207,Via Barcatta,/Restaurant_Review-g187265-d6857586-Reviews-Via_Barcatta-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1208,The Feria Lyon,/Restaurant_Review-g187265-d17912882-Reviews-The_Feria_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1209,Le Tabagnon du 6,/Restaurant_Review-g187265-d25328577-Reviews-Le_Tabagnon_du_6-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1210,Patchwork Cafe,/Restaurant_Review-g187265-d15328345-Reviews-Patchwork_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1211,Sushimasa,/Restaurant_Review-g187265-d4132382-Reviews-Sushimasa-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1212,Reynon,/Restaurant_Review-g187265-d8416936-Reviews-Reynon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1213,Pizza Cosy Lyon 4 - Croix Rousse,/Restaurant_Review-g187265-d17780375-Reviews-Pizza_Cosy_Lyon_4_Croix_Rousse-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1214,Banh Mì Kitchen,/Restaurant_Review-g187265-d21275037-Reviews-Banh_Mi_Kitchen-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1215,Chez Riz,/Restaurant_Review-g187265-d6756135-Reviews-Chez_Riz-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1216,Le Café des Cuisiniers,/Restaurant_Review-g187265-d25366355-Reviews-Le_Cafe_des_Cuisiniers-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1217,Courtepaille Lyon Gare La Part Dieu,/Restaurant_Review-g187265-d2620130-Reviews-Courtepaille_Lyon_Gare_La_Part_Dieu-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1218,Chez Chacha,/Restaurant_Review-g187265-d9810364-Reviews-Chez_Chacha-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1219,Loutsa Torréfacteur,/Restaurant_Review-g187265-d17437734-Reviews-Loutsa_Torrefacteur-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1220,Epicerie Comptoir Mere Brazier,/Restaurant_Review-g187265-d12001799-Reviews-Epicerie_Comptoir_Mere_Brazier-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1221,Toute une Histoire,/Restaurant_Review-g187265-d2501910-Reviews-Toute_une_Histoire-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1222,Brazier Wine Bar,/Restaurant_Review-g187265-d3485199-Reviews-Brazier_Wine_Bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1223,Les Assembleurs Garibaldi,/Restaurant_Review-g187265-d27184237-Reviews-Les_Assembleurs_Garibaldi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1224,Chocolaterie Philippe Bel,/Restaurant_Review-g187265-d2718047-Reviews-Chocolaterie_Philippe_Bel-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1225,Pizza Cosy,/Restaurant_Review-g187265-d23145165-Reviews-Pizza_Cosy-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1226,Pizzeria Duomo,/Restaurant_Review-g187265-d27462364-Reviews-Pizzeria_Duomo-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1227,Romantico Da Antonio E Marco,/Restaurant_Review-g187265-d28913448-Reviews-Romantico_Da_Antonio_E_Marco-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1228,Astra,/Restaurant_Review-g187265-d21268021-Reviews-Astra-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1229,Le Bar a Vin Bio,/Restaurant_Review-g187265-d21328038-Reviews-Le_Bar_a_Vin_Bio-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1230,Fuxia Merciere,/Restaurant_Review-g187265-d4520138-Reviews-Fuxia_Merciere-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1231,Restaurant Nhube,/Restaurant_Review-g187265-d11826007-Reviews-Restaurant_Nhube-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1232,"Kargo Kulte - Bar, Coffee Shop & Moto",/Restaurant_Review-g187265-d16202192-Reviews-Kargo_Kulte_Bar_Coffee_Shop_Moto-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1233,Passionnement Truffes,/Restaurant_Review-g187265-d1329794-Reviews-Passionnement_Truffes-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1234,Santosha,/Restaurant_Review-g187265-d15242708-Reviews-Santosha-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1235,Atelier 32,/Restaurant_Review-g187265-d5981734-Reviews-Atelier_32-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1236,Bistrot Thélème,/Restaurant_Review-g187265-d28561735-Reviews-Bistrot_Theleme-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1237,Inada Confluence,/Restaurant_Review-g187265-d12222283-Reviews-Inada_Confluence-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1238,Les Bonnes Manieres,/Restaurant_Review-g187265-d5540036-Reviews-Les_Bonnes_Manieres-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1239,Tripletta Croix-rousse,/Restaurant_Review-g187265-d27438643-Reviews-Tripletta_Croix_rousse-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1240,La Gryffondine,/Restaurant_Review-g187265-d17623135-Reviews-La_Gryffondine-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1241,Saveurs du Monde,/Restaurant_Review-g187265-d12113727-Reviews-Saveurs_du_Monde-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1242,The BHR,/Restaurant_Review-g187265-d16724040-Reviews-The_BHR-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1243,Odessa Comptoir,/Restaurant_Review-g187265-d12982985-Reviews-Odessa_Comptoir-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1244,Wok & Co,/Restaurant_Review-g187265-d23957509-Reviews-Wok_Co-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1245,Brasserie du 8ème,/Restaurant_Review-g187265-d5873328-Reviews-Brasserie_du_8eme-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1246,Confort Kebab,/Restaurant_Review-g187265-d11658048-Reviews-Confort_Kebab-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1247,Au Chateau d'If,/Restaurant_Review-g187265-d8751731-Reviews-Au_Chateau_d_If-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1248,Des Gens Bien,/Restaurant_Review-g187265-d28129048-Reviews-Des_Gens_Bien-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1249,Roma Capitale,/Restaurant_Review-g187265-d19183309-Reviews-Roma_Capitale-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1250,Restaurant De L'angle,/Restaurant_Review-g187265-d5062252-Reviews-Restaurant_De_L_angle-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1251,Indo Bistrô,/Restaurant_Review-g187265-d25100736-Reviews-Indo_Bistro-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1252,Félicie,/Restaurant_Review-g187265-d4173578-Reviews-Felicie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1253,Chop N' Shake - Brunch Et Bar À Salade,/Restaurant_Review-g187265-d24809762-Reviews-Chop_N_Shake_Brunch_Et_Bar_A_Salade-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1254,Cafe des Artisans,/Restaurant_Review-g187265-d7721130-Reviews-Cafe_des_Artisans-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1255,My Cupcake,/Restaurant_Review-g187265-d8430389-Reviews-My_Cupcake-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1256,Les Tanneurs,/Restaurant_Review-g187265-d23526564-Reviews-Les_Tanneurs-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1257,Les Halles de la Martiniere,/Restaurant_Review-g187265-d15379884-Reviews-Les_Halles_de_la_Martiniere-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1258,Les Petites Cantines Perrache,/Restaurant_Review-g187265-d24165757-Reviews-Les_Petites_Cantines_Perrache-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1259,Chez Margotte,/Restaurant_Review-g187265-d10171953-Reviews-Chez_Margotte-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1260,La Baignoire,/Restaurant_Review-g187265-d23855518-Reviews-La_Baignoire-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1261,La Station,/Restaurant_Review-g187265-d15144764-Reviews-La_Station-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1262,Au Petit Vatel,/Restaurant_Review-g187265-d11957866-Reviews-Au_Petit_Vatel-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1263,Kwisin du Bonheur,/Restaurant_Review-g187265-d17351290-Reviews-Kwisin_du_Bonheur-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1264,Le Verdi,/Restaurant_Review-g187265-d4307027-Reviews-Le_Verdi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1265,L'AMOUR de NUIT,/Restaurant_Review-g187265-d26678615-Reviews-L_AMOUR_de_NUIT-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1266,Ed's Eat & Drink's,/Restaurant_Review-g187265-d8036168-Reviews-Ed_s_Eat_Drink_s-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1267,La Table Maison Hand,/Restaurant_Review-g187265-d13955744-Reviews-La_Table_Maison_Hand-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1268,Chez Tamara,/Restaurant_Review-g187265-d18797963-Reviews-Chez_Tamara-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1269,Au P’tit Bonheur La Planche,/Restaurant_Review-g187265-d26867393-Reviews-Au_P_tit_Bonheur_La_Planche-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1270,Côté Sushi Lyon,/Restaurant_Review-g187265-d12840207-Reviews-Cote_Sushi_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1271,Katimavik,/Restaurant_Review-g187265-d8873974-Reviews-Katimavik-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1272,Café du Gros Caillou,/Restaurant_Review-g187265-d695252-Reviews-Cafe_du_Gros_Caillou-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1273,Oncle Dik,/Restaurant_Review-g187265-d779028-Reviews-Oncle_Dik-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1274,Go Mex Cantina,/Restaurant_Review-g187265-d13976622-Reviews-Go_Mex_Cantina-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1275,Gardn'lab,/Restaurant_Review-g187265-d23115090-Reviews-Gardn_lab-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1276,BRIO - Bistrot Chic & Brioché,/Restaurant_Review-g187265-d23731339-Reviews-BRIO_Bistrot_Chic_Brioche-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1277,Pepe Pizza,/Restaurant_Review-g187265-d23742281-Reviews-Pepe_Pizza-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1278,Schmok Bistrot-deli,/Restaurant_Review-g187265-d24175729-Reviews-Schmok_Bistrot_deli-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1279,SIOOU,/Restaurant_Review-g187265-d15123096-Reviews-SIOOU-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1280,Burger & Wine,/Restaurant_Review-g187265-d3411357-Reviews-Burger_Wine-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1281,Cafe des Postes,/Restaurant_Review-g187265-d7192698-Reviews-Cafe_des_Postes-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1282,Yzumi,/Restaurant_Review-g187265-d5021805-Reviews-Yzumi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1283,Le Scorsese,/Restaurant_Review-g187265-d5797855-Reviews-Le_Scorsese-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1284,Maison Malartre,/Restaurant_Review-g187265-d7720937-Reviews-Maison_Malartre-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1285,Un Brin de Folie - Fleuriste de Saison & Café,/Restaurant_Review-g187265-d15218420-Reviews-Un_Brin_de_Folie_Fleuriste_de_Saison_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1286,C,/Restaurant_Review-g187265-d12967849-Reviews-C_Montaland-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1287,Bentomania Honten,/Restaurant_Review-g187265-d23839661-Reviews-Bentomania_Honten-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1288,Warlis&bro,/Restaurant_Review-g187265-d24117546-Reviews-Warlis_bro-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1289,Brasserie Rosa Parks,/Restaurant_Review-g187265-d6665766-Reviews-Brasserie_Rosa_Parks-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1290,Brasserie de la Villette,/Restaurant_Review-g187265-d14000977-Reviews-Brasserie_de_la_Villette-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1291,Maison Ogier,/Restaurant_Review-g187265-d12112657-Reviews-Maison_Ogier-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 6 reviews
1292,Miya Sushi,/Restaurant_Review-g187265-d23313033-Reviews-Miya_Sushi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 17 reviews
1293,Kebab Bodrum Lyon,/Restaurant_Review-g187265-d12862748-Reviews-Kebab_Bodrum_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 7 reviews
1294,Bistrot Des Polissons,/Restaurant_Review-g187265-d16800773-Reviews-Bistrot_Des_Polissons-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 13 reviews
1295,Little Yard Lyon,/Restaurant_Review-g187265-d23860807-Reviews-Little_Yard_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 14 reviews
1296,L'Ethic Cafe,/Restaurant_Review-g187265-d4123752-Reviews-L_Ethic_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 70 reviews
1297,Ensō Food & Coffee,/Restaurant_Review-g187265-d25078515-Reviews-Enso_Food_Coffee-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 2 reviews
1298,Aryana Afghan Restaurant,/Restaurant_Review-g187265-d27936539-Reviews-Aryana_Afghan_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 3 reviews
1299,Big White,/Restaurant_Review-g187265-d10451816-Reviews-Big_White-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 37 reviews
1300,Stamtich,/Restaurant_Review-g187265-d7886348-Reviews-Stamtich-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 46 reviews
1301,Nobile Mare,/Restaurant_Review-g187265-d24044326-Reviews-Nobile_Mare-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.0 of 5 bubbles. 34 reviews
1302,Che Cosa,/Restaurant_Review-g187265-d23446696-Reviews-Che_Cosa-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 15 reviews
1303,Yamato,/Restaurant_Review-g187265-d5800112-Reviews-Yamato-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 63 reviews
1304,Toké,/Restaurant_Review-g187265-d19116017-Reviews-Toke-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 15 reviews
1305,Chalyamba,/Restaurant_Review-g187265-d26523467-Reviews-Chalyamba-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 18 reviews
1306,Restaurant Tai Thu,/Restaurant_Review-g187265-d4443939-Reviews-Restaurant_Tai_Thu-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 63 reviews
1307,"JIN JOO - Ampère | Korean Food, Bibimbap",/Restaurant_Review-g187265-d26346099-Reviews-JIN_JOO_Ampere_Korean_Food_Bibimbap-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 4 reviews
1308,Burgers & Bagel,/Restaurant_Review-g187265-d8853236-Reviews-Burgers_Bagel-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 81 reviews
1309,Cafe Canard,/Restaurant_Review-g187265-d13497304-Reviews-Cafe_Canard-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 22 reviews
1310,Bodhi Resto and bar,/Restaurant_Review-g187265-d26876907-Reviews-Bodhi_Resto_and_bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 14 reviews
1311,Petite Pension,/Restaurant_Review-g187265-d28931668-Reviews-Petite_Pension-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 2 reviews
1312,Grill Damas,/Restaurant_Review-g187265-d23585540-Reviews-Grill_Damas-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 8 reviews
1313,Giluna Coffeehouse,/Restaurant_Review-g187265-d12031731-Reviews-Giluna_Coffeehouse-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 31 reviews
1314,Divine Cafe,/Restaurant_Review-g187265-d11927691-Reviews-Divine_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 21 reviews
1315,Galiane,/Restaurant_Review-g187265-d7153933-Reviews-Galiane-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 39 reviews
1316,Milou,/Restaurant_Review-g187265-d27971058-Reviews-Milou-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 3 reviews
1317,MOI #Purjus,/Restaurant_Review-g187265-d13367879-Reviews-MOI_Purjus-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 64 reviews
1318,Guy & Sons Charpennes,/Restaurant_Review-g187265-d10523358-Reviews-Guy_Sons_Charpennes-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 77 reviews
1319,Brasserie Du Lou Rugby,/Restaurant_Review-g187265-d13071963-Reviews-Brasserie_Du_Lou_Rugby-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.0 of 5 bubbles. 42 reviews
1320,Che Cosa,/Restaurant_Review-g187265-d23229390-Reviews-Che_Cosa-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 23 reviews
1321,Burger House,/Restaurant_Review-g187265-d16857076-Reviews-Burger_House-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1322,Le Resto Chinois,/Restaurant_Review-g187265-d13198095-Reviews-Le_Resto_Chinois-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1323,Aux 3 Maries,/Restaurant_Review-g187265-d23726962-Reviews-Aux_3_Maries-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1324,Domo de Jana,/Restaurant_Review-g187265-d9586358-Reviews-Domo_de_Jana-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1325,Brasserie de l'Horloge,/Restaurant_Review-g187265-d19839608-Reviews-Brasserie_de_l_Horloge-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1326,Papa Pizz',/Restaurant_Review-g187265-d17380703-Reviews-Papa_Pizz-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1327,Hippopotamus,/Restaurant_Review-g187265-d2078870-Reviews-Hippopotamus-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1328,My Beers,/Restaurant_Review-g187265-d15060488-Reviews-My_Beers-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1329,Restaurant Africain La Symbiose,/Restaurant_Review-g187265-d12438091-Reviews-Restaurant_Africain_La_Symbiose-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1330,Brasserie du Parc de Gerland,/Restaurant_Review-g187265-d2100314-Reviews-Brasserie_du_Parc_de_Gerland-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1331,Riviere Kwai 2,/Restaurant_Review-g187265-d13375827-Reviews-Riviere_Kwai_2-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1332,SMOKÉ AND FRIES,/Restaurant_Review-g187265-d25385715-Reviews-SMOKE_AND_FRIES-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1333,Sakura,/Restaurant_Review-g187265-d3653451-Reviews-Sakura-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1334,Toya,/Restaurant_Review-g187265-d795342-Reviews-Toya-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1335,Côté Berthelot,/Restaurant_Review-g187265-d3380509-Reviews-Cote_Berthelot-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1336,Joséphine,/Restaurant_Review-g187265-d14023519-Reviews-Josephine-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1337,Pizza Cosy,/Restaurant_Review-g187265-d25192680-Reviews-Pizza_Cosy-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1338,Signe-Extrait,/Restaurant_Review-g187265-d12972369-Reviews-Signe_Extrait-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1339,Caf  Comptoir L'Apostrophe,/Restaurant_Review-g187265-d12207524-Reviews-Caf_Comptoir_L_Apostrophe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1340,The Avocado Factory Lyon,/Restaurant_Review-g187265-d24024908-Reviews-The_Avocado_Factory_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1341,La Cantine du Village,/Restaurant_Review-g187265-d2623271-Reviews-La_Cantine_du_Village-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1342,La Saint Louisienne,/Restaurant_Review-g187265-d26652462-Reviews-La_Saint_Louisienne-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1343,Le Venezia,/Restaurant_Review-g187265-d1323114-Reviews-Le_Venezia-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1344,Sunamis ( SIAM THAI),/Restaurant_Review-g187265-d8388332-Reviews-Sunamis_SIAM_THAI-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1345,Le court circuit,/Restaurant_Review-g187265-d1950080-Reviews-Le_court_circuit-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1346,L'Etoile Opera,/Restaurant_Review-g187265-d911428-Reviews-L_Etoile_Opera-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1347,Ck's Lounge,/Restaurant_Review-g187265-d13519776-Reviews-Ck_s_Lounge-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1348,Chai Vous,/Restaurant_Review-g187265-d16701022-Reviews-Chai_Vous-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1349,The Little Italy,/Restaurant_Review-g187265-d25196188-Reviews-The_Little_Italy-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1350,Naruto Sushi,/Restaurant_Review-g187265-d7681437-Reviews-Naruto_Sushi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
1351,Maison Tacca,/Restaurant_Review-g187265-d8554992-Reviews-Maison_Tacca-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 43 reviews
1352,Saigon Gourmet,/Restaurant_Review-g187265-d4735919-Reviews-Saigon_Gourmet-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 69 reviews
1353,Chais Romain,/Restaurant_Review-g187265-d15012595-Reviews-Chais_Romain-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 33 reviews
1354,Bentogo,/Restaurant_Review-g187265-d26169036-Reviews-Bentogo-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 6 reviews
1355,Cafe Bellecour,/Restaurant_Review-g187265-d7334240-Reviews-Cafe_Bellecour-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.0 of 5 bubbles. 122 reviews
1356,Fika Lyon,/Restaurant_Review-g187265-d21360458-Reviews-Fika_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 9 reviews
1357,Brooklyn Gourmet Bagels Co,/Restaurant_Review-g187265-d12162285-Reviews-Brooklyn_Gourmet_Bagels_Co-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 46 reviews
1358,Le Biniou,/Restaurant_Review-g187265-d8470406-Reviews-Le_Biniou-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 29 reviews
1359,¡ Muchacha ! Bar A Empanadas,/Restaurant_Review-g187265-d19407552-Reviews-I_Muchacha_Bar_A_Empanadas-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 9 reviews
1360,Yamato,/Restaurant_Review-g187265-d6687096-Reviews-Yamato-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 90 reviews
1361,Fabbrica,/Restaurant_Review-g187265-d1323099-Reviews-Fabbrica-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 64 reviews
1362,Le P'tit Boulevard,/Restaurant_Review-g187265-d10906537-Reviews-Le_P_tit_Boulevard-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 48 reviews
1363,Bellota Bellota,/Restaurant_Review-g187265-d3808922-Reviews-Bellota_Bellota-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 60 reviews
