restaurant_class,restaurant_name,restaurant_url,restaurant_reviews
640,Casseroles et Vieilles Gamelles,/Restaurant_Review-g187265-d2295247-Reviews-Casseroles_et_Vieilles_Gamelles-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
641,Menthe Poivrée,/Restaurant_Review-g187265-d17394184-Reviews-Menthe_Poivree-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
642,Le Comptoir de Beyrouth,/Restaurant_Review-g187265-d12658441-Reviews-Le_Comptoir_de_Beyrouth-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
643,ZENDOS mediteraneo,/Restaurant_Review-g187265-d20180480-Reviews-ZENDOS_mediteraneo-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
644,Le Marelie Brotteaux,/Restaurant_Review-g187265-d15335990-Reviews-Le_Marelie_Brotteaux-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
645,Ninkasi La Soie,/Restaurant_Review-g187265-d13447358-Reviews-Ninkasi_La_Soie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
646,Coupés-Coupés France,/Restaurant_Review-g187265-d27113166-Reviews-Coupes_Coupes_France-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
647,Air du Pays,/Restaurant_Review-g187265-d14008674-Reviews-Air_du_Pays-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
648,Flam's,/Restaurant_Review-g187265-d3656636-Reviews-Flam_s-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
649,Don Vito,/Restaurant_Review-g187265-d2421600-Reviews-Don_Vito-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
650,Café Clos Jouve,/Restaurant_Review-g187265-d10110449-Reviews-Cafe_Clos_Jouve-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
651,Aux Thes Des Merveilles,/Restaurant_Review-g187265-d10818481-Reviews-Aux_Thes_Des_Merveilles-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
652,Indego,/Restaurant_Review-g187265-d13432026-Reviews-Indego-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
653,Daniel & Denise En Voyage,/Restaurant_Review-g187265-d28404191-Reviews-Daniel_Denise_En_Voyage-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
654,Breizh Café Lyon,/Restaurant_Review-g187265-d23910378-Reviews-Breizh_Cafe_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
655,Ayla,/Restaurant_Review-g187265-d27427158-Reviews-Ayla-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
656,27 Madeleine,/Restaurant_Review-g187265-d12208182-Reviews-27_Madeleine-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
657,Zibibbo Ristorante,/Restaurant_Review-g187265-d17424786-Reviews-Zibibbo_Ristorante-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
658,Le Ptit Bouchon,/Restaurant_Review-g187265-d5949471-Reviews-Le_Ptit_Bouchon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
659,Le Rive Gauche,/Restaurant_Review-g187265-d1916260-Reviews-Le_Rive_Gauche-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
660,Ikone,/Restaurant_Review-g187265-d13482002-Reviews-Ikone-Lyon_Rhone_Auvergne_Rhone_Alpes.html,
661,Le comptoir du vin,/Restaurant_Review-g187265-d816325-Reviews-Le_comptoir_du_vin-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 213 reviews
662,Bistrot Bonnel,/Restaurant_Review-g187265-d9609622-Reviews-Bistrot_Bonnel-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 131 reviews
663,Andre Melkonyan,/Restaurant_Review-g187265-d1327652-Reviews-Andre_Melkonyan-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 84 reviews
664,Le Plateau De Manu,/Restaurant_Review-g187265-d10524902-Reviews-Le_Plateau_De_Manu-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 16 reviews
665,Malva,/Restaurant_Review-g187265-d26724227-Reviews-Malva-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 15 reviews
666,Café Restaurant 136 Avenue,/Restaurant_Review-g187265-d5577559-Reviews-Cafe_Restaurant_136_Avenue-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 218 reviews
667,Kitchen Garden,/Restaurant_Review-g187265-d12691441-Reviews-Kitchen_Garden-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 39 reviews
668,PanzerotTiamo,/Restaurant_Review-g187265-d8625395-Reviews-PanzerotTiamo-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 51 reviews
669,Bao Haus Lyon,/Restaurant_Review-g187265-d23740971-Reviews-Bao_Haus_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 23 reviews
670,Il Palio,/Restaurant_Review-g187265-d1331545-Reviews-Il_Palio-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 129 reviews
671,Aux Tois Cochons,/Restaurant_Review-g187265-d11947309-Reviews-Aux_Tois_Cochons-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 19 reviews
672,Crazy Salmon,/Restaurant_Review-g187265-d719938-Reviews-Crazy_Salmon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 722 reviews
673,SAMPA,/Restaurant_Review-g187265-d12708152-Reviews-SAMPA-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 58 reviews
674,Against The Grain,/Restaurant_Review-g187265-d9711682-Reviews-Against_The_Grain-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 69 reviews
675,Roi Alexandre,/Restaurant_Review-g187265-d11916049-Reviews-Roi_Alexandre-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 180 reviews
676,Le Grand Cafe Des Negociants,/Restaurant_Review-g187265-d778109-Reviews-Le_Grand_Cafe_Des_Negociants-Lyon_Rhone_Auvergne_Rhone_Alpes.html,"3.0 of 5 bubbles. 1,328 reviews"
677,Le Pain de sucre,/Restaurant_Review-g187265-d1182784-Reviews-Le_Pain_de_sucre-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 266 reviews
678,Jeannine et Suzanne - Café gourmet,/Restaurant_Review-g187265-d9747705-Reviews-Jeannine_et_Suzanne_Cafe_gourmet-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 223 reviews
679,Aux Montagnards,/Restaurant_Review-g187265-d3505447-Reviews-Aux_Montagnards-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 261 reviews
680,Les Petits Siamois,/Restaurant_Review-g187265-d2060386-Reviews-Les_Petits_Siamois-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 239 reviews
681,La Cantine Des Lyonnais,/Restaurant_Review-g187265-d23963979-Reviews-La_Cantine_Des_Lyonnais-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 13 reviews
682,Artisan de La Truffe,/Restaurant_Review-g187265-d14171045-Reviews-Artisan_de_La_Truffe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 119 reviews
683,Cafe Colombo,/Restaurant_Review-g187265-d17271161-Reviews-Cafe_Colombo-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 60 reviews
684,Bentomania Honten,/Restaurant_Review-g187265-d12357370-Reviews-Bentomania_Honten-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 63 reviews
685,Casareccio,/Restaurant_Review-g187265-d5865672-Reviews-Casareccio-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 184 reviews
686,Adonys,/Restaurant_Review-g187265-d8435209-Reviews-Adonys-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 83 reviews
687,Maison Cellerier,/Restaurant_Review-g187265-d2264114-Reviews-Maison_Cellerier-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 85 reviews
688,Palais du Sourire,/Restaurant_Review-g187265-d12557770-Reviews-Palais_du_Sourire-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 38 reviews
689,Awani Restaurant Africain,/Restaurant_Review-g187265-d25241240-Reviews-Awani_Restaurant_Africain-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 9 reviews
690,Le Comptoir du Sixieme,/Restaurant_Review-g187265-d10816328-Reviews-Le_Comptoir_du_Sixieme-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 57 reviews
691,Tomē,/Restaurant_Review-g187265-d15141052-Reviews-Tome-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 37 reviews
692,Comme A La Maison (CALM Sathonay),/Restaurant_Review-g187265-d14953925-Reviews-Comme_A_La_Maison_CALM_Sathonay-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 39 reviews
693,Uskudar,/Restaurant_Review-g187265-d12010726-Reviews-Uskudar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 39 reviews
694,La Crêperie De Dédé,/Restaurant_Review-g187265-d23409726-Reviews-La_Creperie_De_Dede-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 25 reviews
695,"Vas-Y, Vas-Y",/Restaurant_Review-g187265-d3638598-Reviews-Vas_Y_Vas_Y-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 45 reviews
696,Le Vitis Bar,/Restaurant_Review-g187265-d17478446-Reviews-Le_Vitis_Bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 49 reviews
697,Le Ras le Bol,/Restaurant_Review-g187265-d4556074-Reviews-Le_Ras_le_Bol-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 132 reviews
698,Hecho en México,/Restaurant_Review-g187265-d17307136-Reviews-Hecho_en_Mexico-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 33 reviews
699,Le Paradis Du Fruit,/Restaurant_Review-g187265-d24800839-Reviews-Le_Paradis_Du_Fruit-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.0 of 5 bubbles. 55 reviews
700,Stella d'Oro,/Restaurant_Review-g187265-d2371102-Reviews-Stella_d_Oro-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 149 reviews
701,MAX CALL,/Restaurant_Review-g187265-d1007805-Reviews-MAX_CALL-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 62 reviews
702,Mima Ristorante,/Restaurant_Review-g187265-d21009859-Reviews-Mima_Ristorante-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 27 reviews
703,Cannelle La,/Restaurant_Review-g187265-d1329781-Reviews-Cannelle_La-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 195 reviews
704,Pizza Lina,/Restaurant_Review-g187265-d4100952-Reviews-Pizza_Lina-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 62 reviews
705,Les Gamins De La Place,/Restaurant_Review-g187265-d11586956-Reviews-Les_Gamins_De_La_Place-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 76 reviews
706,Le Petit 6,/Restaurant_Review-g187265-d8802124-Reviews-Le_Petit_6-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 25 reviews
707,Cafe de la Cloche,/Restaurant_Review-g187265-d7304149-Reviews-Cafe_de_la_Cloche-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 26 reviews
708,Nikko,/Restaurant_Review-g187265-d3450560-Reviews-Nikko-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 73 reviews
709,Le porte-pot de l'ile barbe,/Restaurant_Review-g187265-d3877752-Reviews-Le_porte_pot_de_l_ile_barbe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 42 reviews
710,Hape - Pizza & Ravioles,/Restaurant_Review-g187265-d12933081-Reviews-Hape_Pizza_Ravioles-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 157 reviews
711,Smokey,/Restaurant_Review-g187265-d25402010-Reviews-Smokey-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 27 reviews
712,Modulo,/Restaurant_Review-g187265-d17418238-Reviews-Modulo-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 119 reviews
713,Anahera,/Restaurant_Review-g187265-d17571109-Reviews-Anahera-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 17 reviews
714,L'art et la maniere,/Restaurant_Review-g187265-d795359-Reviews-L_art_et_la_maniere-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 252 reviews
715,Le Bistro Autrement,/Restaurant_Review-g187265-d1035904-Reviews-Le_Bistro_Autrement-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.0 of 5 bubbles. 508 reviews
716,Domeva Caffe,/Restaurant_Review-g187265-d2492813-Reviews-Domeva_Caffe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 361 reviews
717,MAORI,/Restaurant_Review-g187265-d1327661-Reviews-MAORI-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 69 reviews
718,La Gratinée,/Restaurant_Review-g187265-d5797930-Reviews-La_Gratinee-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 51 reviews
719,L'Accent,/Restaurant_Review-g187265-d12930001-Reviews-L_Accent-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 103 reviews
720,Harner,/Restaurant_Review-g187265-d7095063-Reviews-Harner-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 115 reviews
721,Comptoir B,/Restaurant_Review-g187265-d23661306-Reviews-Comptoir_B-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 32 reviews
722,Icho,/Restaurant_Review-g187265-d13163731-Reviews-Icho-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 102 reviews
723,Les Innocents,/Restaurant_Review-g187265-d12966209-Reviews-Les_Innocents-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 81 reviews
724,Valmidi,/Restaurant_Review-g187265-d15104488-Reviews-Valmidi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 63 reviews
725,Pell Mell,/Restaurant_Review-g187265-d2010469-Reviews-Pell_Mell-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 154 reviews
726,Le Goût De Ça,/Restaurant_Review-g187265-d28023139-Reviews-Le_Gout_De_Ca-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 2 reviews
727,Indian Cantine,/Restaurant_Review-g187265-d13351063-Reviews-Indian_Cantine-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 88 reviews
728,La Mangue Amère,/Restaurant_Review-g187265-d1331948-Reviews-La_Mangue_Amere-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 121 reviews
729,Le Palais Saint Jean,/Restaurant_Review-g187265-d1931019-Reviews-Le_Palais_Saint_Jean-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 851 reviews
730,Restaurant Antipasto,/Restaurant_Review-g187265-d27453880-Reviews-Restaurant_Antipasto-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 16 reviews
731,Boukhara Lyon,/Restaurant_Review-g187265-d23374594-Reviews-Boukhara_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 48 reviews
732,Garden Bistro,/Restaurant_Review-g187265-d23764535-Reviews-Garden_Bistro-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 75 reviews
733,Restaurant Figlio by Fiston,/Restaurant_Review-g187265-d25184041-Reviews-Restaurant_Figlio_by_Fiston-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 42 reviews
734,Bedda Terra Mia,/Restaurant_Review-g187265-d27426919-Reviews-Bedda_Terra_Mia-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 18 reviews
735,L 'Acquolina,/Restaurant_Review-g187265-d14013062-Reviews-L_Acquolina-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 46 reviews
736,Café 203,/Restaurant_Review-g187265-d3708255-Reviews-Cafe_203-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.0 of 5 bubbles. 661 reviews
737,Adonys,/Restaurant_Review-g187265-d17829061-Reviews-Adonys-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 40 reviews
738,Fujiyama 55,/Restaurant_Review-g187265-d14045419-Reviews-Fujiyama_55-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 47 reviews
739,Le Café des Anges,/Restaurant_Review-g187265-d3387771-Reviews-Le_Cafe_des_Anges-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 164 reviews
740,Milk & Pug,/Restaurant_Review-g187265-d26139444-Reviews-Milk_Pug-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 17 reviews
741,Pizzeria NAPL,/Restaurant_Review-g187265-d18452946-Reviews-Pizzeria_NAPL-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 191 reviews
742,Le Perko Café,/Restaurant_Review-g187265-d13490566-Reviews-Le_Perko_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 92 reviews
743,Frite Alors !,/Restaurant_Review-g187265-d3737524-Reviews-Frite_Alors-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 346 reviews
744,Ksar,/Restaurant_Review-g187265-d2185862-Reviews-Ksar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 254 reviews
745,Casa Flavio,/Restaurant_Review-g187265-d4149071-Reviews-Casa_Flavio-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 135 reviews
746,Momotaro,/Restaurant_Review-g187265-d11995614-Reviews-Momotaro-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 64 reviews
747,Pizzeria Italia,/Restaurant_Review-g187265-d3961810-Reviews-Pizzeria_Italia-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 63 reviews
748,La Passerelle,/Restaurant_Review-g187265-d1332170-Reviews-La_Passerelle-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 77 reviews
749,Nakata Restaurant Japonais,/Restaurant_Review-g187265-d6924574-Reviews-Nakata_Restaurant_Japonais-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 85 reviews
750,D,/Restaurant_Review-g187265-d8796900-Reviews-D_D_Sushi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 110 reviews
751,Les Gasteliers,/Restaurant_Review-g187265-d12193102-Reviews-Les_Gasteliers-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 105 reviews
752,Magnagati,/Restaurant_Review-g187265-d17626246-Reviews-Magnagati-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 57 reviews
753,L'Atenium,/Restaurant_Review-g187265-d10836721-Reviews-L_Atenium-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 41 reviews
754,Le Mondrian,/Restaurant_Review-g187265-d6884708-Reviews-Le_Mondrian-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 127 reviews
755,NoZe,/Restaurant_Review-g187265-d8672325-Reviews-NoZe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 76 reviews
756,Maison Baud,/Restaurant_Review-g187265-d26519793-Reviews-Maison_Baud-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 40 reviews
757,Bistrot La Varenne,/Restaurant_Review-g187265-d8651447-Reviews-Bistrot_La_Varenne-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 213 reviews
758,Terra Mia,/Restaurant_Review-g187265-d26622325-Reviews-Terra_Mia-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 15 reviews
759,A Notre Table,/Restaurant_Review-g187265-d15838484-Reviews-A_Notre_Table-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 35 reviews
760,Dust Cafe,/Restaurant_Review-g187265-d9600705-Reviews-Dust_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 59 reviews
761,Le Vivaldi - Nicolo e Maria,/Restaurant_Review-g187265-d4432600-Reviews-Le_Vivaldi_Nicolo_e_Maria-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 177 reviews
762,La Bartavelle,/Restaurant_Review-g187265-d26692981-Reviews-La_Bartavelle-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 8 reviews
763,Nachos,/Restaurant_Review-g187265-d25442990-Reviews-Nachos-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 16 reviews
764,Rascal,/Restaurant_Review-g187265-d27980909-Reviews-Rascal-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 7 reviews
765,Modjo,/Restaurant_Review-g187265-d14069510-Reviews-Modjo-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 269 reviews
766,Soda Bar,/Restaurant_Review-g187265-d7234081-Reviews-Soda_Bar-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 97 reviews
767,Maison Fontaine,/Restaurant_Review-g187265-d24156073-Reviews-Maison_Fontaine-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 8 reviews
768,La Scene Brasserie,/Restaurant_Review-g187265-d15843389-Reviews-La_Scene_Brasserie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 103 reviews
769,Les Delices du Liban,/Restaurant_Review-g187265-d8179201-Reviews-Les_Delices_du_Liban-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 119 reviews
770,L'esprit Bistrot Monplaisir,/Restaurant_Review-g187265-d4828543-Reviews-L_esprit_Bistrot_Monplaisir-Lyon_Rhone_Auvergne_Rhone_Alpes.html,3.5 of 5 bubbles. 191 reviews
771,Le Bistrot Berthet,/Restaurant_Review-g187265-d719138-Reviews-Le_Bistrot_Berthet-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 92 reviews
772,L'Habit Rouge,/Restaurant_Review-g187265-d4271783-Reviews-L_Habit_Rouge-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 28 reviews
773,L'Authentique,/Restaurant_Review-g187265-d6418832-Reviews-L_Authentique-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 45 reviews
774,Rétro Bistro,/Restaurant_Review-g187265-d27700928-Reviews-Retro_Bistro-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 4 reviews
775,Les Carnets D'Edouard Le Bistrot,/Restaurant_Review-g187265-d11810082-Reviews-Les_Carnets_D_Edouard_Le_Bistrot-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 56 reviews
776,Brasserie Lyon Plage,/Restaurant_Review-g187265-d3681008-Reviews-Brasserie_Lyon_Plage-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 219 reviews
777,Chez Carlo Gerland,/Restaurant_Review-g187265-d17655827-Reviews-Chez_Carlo_Gerland-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 38 reviews
778,Le plan B,/Restaurant_Review-g187265-d4307025-Reviews-Le_plan_B-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 138 reviews
779,Papillonnes,/Restaurant_Review-g187265-d26857466-Reviews-Papillonnes-Lyon_Rhone_Auvergne_Rhone_Alpes.html,5.0 of 5 bubbles. 13 reviews
780,L'instant,/Restaurant_Review-g187265-d7285734-Reviews-L_instant-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 110 reviews
781,Accanto Lyon,/Restaurant_Review-g187265-d23646398-Reviews-Accanto_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 40 reviews
782,Bistrot Compa,/Restaurant_Review-g187265-d23751378-Reviews-Bistrot_Compa-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 28 reviews
783,Le Jardin de Chine,/Restaurant_Review-g187265-d6434937-Reviews-Le_Jardin_de_Chine-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 64 reviews
784,Les Bons Copains De Raphael,/Restaurant_Review-g187265-d23891034-Reviews-Les_Bons_Copains_De_Raphael-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 19 reviews
785,Wallace Pub,/Restaurant_Review-g187265-d9860960-Reviews-Wallace_Pub-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 107 reviews
786,Sol cafe,/Restaurant_Review-g187265-d1090488-Reviews-Sol_cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 284 reviews
787,Chang Thaï,/Restaurant_Review-g187265-d13558286-Reviews-Chang_Thai-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 52 reviews
788,Noucademie,/Restaurant_Review-g187265-d24959998-Reviews-Noucademie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 17 reviews
789,Elephant and Castle,/Restaurant_Review-g187265-d5824306-Reviews-Elephant_and_Castle-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 195 reviews
790,Ultimo,/Restaurant_Review-g187265-d19630260-Reviews-Ultimo-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 45 reviews
791,Le Vietnam,/Restaurant_Review-g187265-d6207975-Reviews-Le_Vietnam-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.0 of 5 bubbles. 89 reviews
792,Restaurant Bon Voyage,/Restaurant_Review-g187265-d7077768-Reviews-Restaurant_Bon_Voyage-Lyon_Rhone_Auvergne_Rhone_Alpes.html,4.5 of 5 bubbles. 96 reviews
